vti	Ꮥ³Ꮧ̣²-	De³di²-	You all and I, we	them-inanimate	a	Ꮧ̣²Ꮧ̣²-	Dị²di²-	You all and I, our	
vti	Ꮥ³Ꭹ²-	De³gi²-	You all and I, we	them-inanimate	b	Ꮧ̣²Ꭹ²-	Dị²gi²-	You all and I, our	
	#R7								
vta, alt	Ꭲ¹Ꮸ²-, Ꭲ¹Ꮸ²Ꮿ͓-	I¹jv²-, I¹jv²y-	They and I, we	you one					
vta, alt	Ꭳ¹Ꮵ²-	O¹ji²-	They and I, we	him					
vi, vti	Ꭳ¹Ꮵ²-	O¹ji²-	They and I, we	it	a			They and I, our	
vi, vti	Ꭳ¹Ꭹ²-	O¹gi²-	They and I, we	it	b			They and I, our	
vta	Ꭲ¹Ꮸ²-, Ꭲ¹Ꮸ²Ꮿ͓-	I¹jv²-, I¹jv²y-	They and I, we	you two					
vta	Ꭲ¹Ꮸ²-, Ꭲ¹Ꮸ²Ꮿ͓-	I¹jv²-, I¹jv²y-	They and I, we	you all					
vta	Ꭺ²Ꮵ²-	Go²ji²-	They and I, we	them-animate					
vti	Ꮩ¹Ꮵ²-	Do¹ji²-	They and I, we	them-inanimate	a	Ꮶ¹Ꮵ²-	jo¹ji²-	They and I, our	
vti	Ꮩ¹Ꭹ²-	Do¹gi²-	They and I, we	them-inanimate	b	Ꮶ¹Ꭹ²-	jo¹gi²-	They and I, our	
	#R8								
vta, alt	ᏍᎩ̣²Ꮒ²-	Sgị²ni²-	You two	me					
vta, alt	Ꭱ¹ᏍᏗ²-	E¹sdi²-	You two	him					
vi, vti	ᏍᏗ²-	Sdi²-	You two	it				Your twos	
vta	ᏍᎩ̣²Ꮒ²-	Sgi²̣ni²-	You two	us, him and me					
vta	Ꭲ¹ᏍᎩ²-, Ꭲ¹ᏍᎩ²Ꮿ͓-	I¹sgi²-, I¹sgi²y-	You two	us, them and me					
vta	Ꭸ²ᏍᏗ²-	Ge²sdi²-	You two	them-animate					
vti	Ꮥ²ᏍᏗ²-	De²sdi²-	You two	them-inanimate		Ꮧ̣²ᏍᏗ²-	Dị²sdi²-	Your twos	
	#R9								
vta	Ꭲ¹ᏍᎩ²-, Ꭲ¹ᏍᎩ²Ꮿ͓-	I¹sgi²-, I¹sgi²y-	You all	me					
vta, alt	Ꭱ¹Ꮵ²-	E¹ji²-	You all	him					
vi, vti	Ꭲ¹Ꮵ²-	I¹ji²-	You all	it				Your alls	
vta	Ꭲ¹ᏍᎩ²-, Ꭲ¹ᏍᎩ²Ꮿ͓-	I¹sgi²-, I¹sgi²y-	You all	us, him and me					
vta	Ꭲ¹ᏍᎩ²-, Ꭲ¹ᏍᎩ²Ꮿ͓-	I¹sgi²-, I¹sgi²y-	You all	us, them and me					
vta	Ꭸ²Ꮵ²-	Ge²ji²-	You all	them-animate					
vti	Ꮥ³Ꮵ̣²-	De³ji²-	You all	them-inanimate		Ꮧ̣²Ꮵ̣²-	Dị²ji²-	Your alls	
	#R10								
vta	Ꭼ²Ꭹ̣²-, Ꭼ²Ꮖ͓-	Gv²gi²-, Gv²gw-	They	me					
	#	CED CHART SHOWS “geji”, but pg 270 conjugation shows “geja” which matches Cook							
vta	Ꭸ²Ꮳ̣²-	Ge²jạ²-	They	you one					
vta	Ꭰ¹Ꮒ²-	A¹ni²-	They	him	a				
vi, vti	Ꭰ¹Ꮒ²-	A¹ni²-	They	it	a			Their	
vta	Ꭴ¹Ꮒ²-	U¹ni²-	They	him	b				
vi, vti	Ꭴ¹Ꮒ²-	U¹ni²-	They	it	b			Their	
vta	Ꭸ²Ꭹ̣²Ꮒ²-	Ge²gị²ni²-	They	us, you one and me					
vta	Ꭺ²Ꭹ̣²Ꮒ²-	Go²gị²ni²-	They	us, him and me					
vta	Ꭸ²Ꭹ²-	Ge²gi²-	They	us, you all and me					
vta	Ꭺ²Ꭹ²-	Go²gi²-	They	us, them and me					
vta	Ꭸ²ᏍᏗ²-	Ge²sdi²-	They	you two					
vta	Ꭸ²Ꮵ²-	Ge²ji²-	They	you all					
vta	Ꮣ¹Ꮒ²-	Da¹ni²-	They	them-animate	a	Ꮧ̣²Ꮒ²-	dị²ni²-		
vti	Ꮣ¹Ꮒ²-	Da¹ni²-	They	them-inanimate	a	Ꮧ̣²Ꮒ²-	dị²ni²-	Their	
vta	Ꮪ¹Ꮒ²-	Du¹ni²-	They	them-animate	b	Ꮷ¹Ꮒ²-	ju¹ni²-		
vti	Ꮪ¹Ꮒ²-	Du¹ni²-	They	them-inanimate	b	Ꮷ¹Ꮒ²-	ju¹ni²-	Their	
	#Object focus								
vta	Ꭵ¹Ꭹ̣²-, Ꭵ¹Ꮖ͓-	V¹gị²-, V¹gw-		I					
vta	Ꭱ¹Ꮳ̣²-	E¹jạ²-		You one					
vta, alt	Ꭰ¹Ꮵ̣²-, Ꭰ¹Ꭶ͓-	A¹jị²-, A¹g-		He					
vta	Ꭳ¹Ꭹ̣²Ꮒ²-	O¹gị²ni²-		He and I, we					
vta, alt	Ꭱ¹ᏍᏗ²-	E¹sdi²-		You two					
vta, alt	Ꭱ¹Ꭹ̣²Ꮒ²-	E¹gị²ni²-		You one and I, we					
vta	Ꭳ¹Ꭹ²-	O¹gi²-		They and I, we					
vta, alt	Ꭱ¹Ꮵ²-	E¹ji²-		You all					
vta, alt	Ꭱ¹Ꭹ²-	E¹gi²-		You all and I, we					
vta, alt	Ꭸ²Ꮵ²-, Ꭸ²Ꭶ͓-	Ge²ji²-, Ge²g-		They					
	#Reflexive	CED pp 296-298							
vta	Ꭶ̣²Ꮣ²[Ꮣ͓]-	Gạ²da²[d]-	I	myself	a				
vta	Ꭽ̣²Ꮣ²[Ꮣ͓]-	Hạ²da²[d]-	You one	yourself	a				
vta	Ꭰ¹Ꮣ²[Ꮣ͓]-	A¹da²[d]-	He	himself	a				
vta	Ꭲ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-	I¹nạ²da²[d]-	You one and I, we	ourselves	a				
vta	Ꭲ¹Ꮣ̣²Ꮣ²[Ꮣ͓]-	I¹dạ²da²[d]-	You all and I, we	ourselves	a				
vta	Ꭳ¹ᏍᏓ̣²Ꮣ²[Ꮣ͓]-	O¹sdạ²da²[d]-	He and I, we	ourselves	a				
vta	Ꭳ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-	O¹jạ²da²[d]-	They and I, we	ourselves	a				
vta	ᏍᏓ̣²Ꮣ²[Ꮣ͓]-	Sdạ²da²[d]-	You two	yourselves					
vta	Ꭲ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-	I¹jạ²da²[d]-	You all	yourselves					
vta	Ꭰ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-	A¹nạ²da²[d]-	They	themselves	a				
vta	Ꭰ¹Ꮖ̣²Ꮣ²[Ꮣ͓]-	A¹gwạ²da²[d]-	I	myself	b				
vta	Ꮳ̣²Ꮣ²[Ꮣ͓]-	Jạ²da²[d]-	You one	yourself	b				
vta	Ꭴ¹Ꮣ²[Ꮣ͓]-	U¹da²[d]-	He	himself	b				
vta	Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-	Gị²nạ²da²[d]-	You one and I, we	ourselves	b				
vta	Ꭲ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-	I¹gạ²da²[d]-	You all and I, we	ourselves	b				
vta	Ꭳ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-	O¹gị²nạ²da²[d]-	He and I, we	ourselves	b				
vta	Ꭳ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-	O¹gạ²da²[d]-	They and I, we	ourselves	b				
vta	Ꭴ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-	U¹nạ²da²[d]-	They	themselves	b				
	#Reciprocal	CED pg 298							
vta	Ꮥ³Ꮎ̣²Ꮣ²[Ꮣ͓]-	De³nạ²da²[d]-	You one and I, we	each other	a	Ꮧ̣²Ꮎ̣²Ꮣ²-	Dị²nạ²da²[d]-		
vta	Ꮥ³Ꮣ̣²Ꮣ²[Ꮣ͓]-	De³dạ²da²[d]-	You all and I, we	each other	a	Ꮧ̣²Ꮣ̣²Ꮣ²-	Dị²dạ²da²[d]-		
vta	Ꮩ¹ᏍᏓ̣²Ꮣ²[Ꮣ͓]-	Do¹sdạ²da²[d]-	He and I, we	each other	a	Ꮶ¹ᏍᏓ̣²Ꮣ²-	jo¹sdạ²da²[d]		
vta	Ꮩ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-	Do¹jạ²da²[d]-	They and I, we	each other	a	Ꮶ¹Ꮳ̣²Ꮣ²-	jo¹jạ²da²[d]-		
vta	Ꮥ²ᏍᏓ̣²Ꮣ²[Ꮣ͓]-	De²sdạ²da²[d]-	You two	each other		Ꮧ̣²ᏍᏓ̣²Ꮣ²-	Dị²sdạ²da²[d]-		
vta	Ꮥ³Ꮳ̣²Ꮣ²[Ꮣ͓]-	De³jạ²da²[d]-	You all	each other		Ꮧ̣²Ꮳ̣²Ꮣ²-	Dị²jạ²da²[d]-		
vta	Ꮣ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-	Da¹nạ²da²[d]-	They	each other	a	Ꮧ̣²Ꮎ̣²Ꮣ²-	Dị²nạda²[d]-		
vta	Ꮥ²Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-	De²gị²nạ²da²[d]-	You one and I, we	each other	b	Ꮧ̣²Ꭹ̣²Ꮎ̣²Ꮣ²-	Dị²gị²nạ²da²[d]-		
vta	Ꮥ³Ꭶ̣²Ꮣ²[Ꮣ͓]-	De³gạ²da²[d]-	You all and I, we	each other	b	Ꮧ̣²Ꭶ̣²Ꮣ²-	Dị²gạ²da²[d]-		
vta	Ꮩ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-	Do¹gị²nạ²da²[d]-	He and I, we	each other	b	Ꮶ¹Ꭹ̣²Ꮎ̣²Ꮣ²-	jo¹gị²nạ²da²[d]-		
vta	Ꮩ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-	Do¹gạ²da²[d]-	They and I, we	each other	b	Ꮶ¹Ꭶ̣²Ꮣ²-	jo¹gạ²da²[d]-		
vta	Ꮪ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-	Du¹nạ²da²[d]-	They	each other	b	Ꮷ¹Ꮎ̣²Ꮣ²-	ju¹nạ²da²[d]-		
